nivel,k,n,R,shapiro_wilk,anderson_darling,lilliefors,jarque_bera,dagostino_pearson,cramer_von_mises,shapiro_francia,pearson_chi2,curtosis,epps_pulley,sstn,shapiro_wilk_na,anderson_darling_na,lilliefors_na,jarque_bera_na,dagostino_pearson_na,cramer_von_mises_na,shapiro_francia_na,pearson_chi2_na,curtosis_na,epps_pulley_na,sstn_na,segundos
muy_alto,5,10,10000,1,1,1,0.7126642771804063,NA,1,1,1,0.7182397451214656,0,1,4978,4978,4978,4978,10000,4978,4978,0,4978,5746,4978,70.12976861000061
muy_alto,5,25,10000,1,1,1,0.9990426041168023,1,1,1,1,0.8872666347534706,0,1,1644,1644,1644,1644,1644,1644,1644,0,1644,1900,1644,99.29875564575195
muy_alto,5,50,10000,1,1,1,1,1,1,1,1,0.9934257832562917,0,1,265,265,265,265,265,265,265,0,265,328,265,98.69062304496765
muy_alto,5,100,10000,1,1,1,1,1,1,1,1,0.999799759711654,0,1,12,12,12,12,12,12,12,0,12,12,12,98.16224908828735
muy_alto,5,250,10000,1,1,1,1,1,1,1,1,1,1e-4,1,0,0,0,0,0,0,0,0,0,0,0,105.4615125656128
muy_alto,5,500,10000,1,1,1,1,1,1,1,1,1,2e-4,1,0,0,0,0,0,0,0,0,0,0,0,118.27330136299133
muy_alto,5,1000,10000,1,1,1,1,1,1,1,1,1,8e-4,1,0,0,0,0,0,0,0,0,0,0,0,149.93649291992188
muy_alto,5,1500,10000,1,1,1,1,1,1,1,1,1,0.0016,1,0,0,0,0,0,0,0,0,0,0,0,186.062242269516
