nivel,k,n,R,shapiro_wilk,anderson_darling,lilliefors,jarque_bera,dagostino_pearson,cramer_von_mises,shapiro_francia,pearson_chi2,curtosis,epps_pulley,sstn,shapiro_wilk_na,anderson_darling_na,lilliefors_na,jarque_bera_na,dagostino_pearson_na,cramer_von_mises_na,shapiro_francia_na,pearson_chi2_na,curtosis_na,epps_pulley_na,sstn_na,segundos
muy_alto,4,10,10000,1,1,1,0.7126642771804063,NA,1,1,1,0.7182397451214656,0,1,4978,4978,4978,4978,10000,4978,4978,0,4978,5746,4978,56.05798411369324
muy_alto,4,25,10000,1,1,1,0.9990426041168023,1,1,1,1,0.8872666347534706,0,1,1644,1644,1644,1644,1644,1644,1644,0,1644,1900,1644,82.03196501731873
muy_alto,4,50,10000,1,1,1,1,1,1,1,1,0.9934257832562917,0,1,265,265,265,265,265,265,265,0,265,328,265,84.62408876419067
muy_alto,4,100,10000,1,1,1,1,1,1,1,1,0.999799759711654,0,1,12,12,12,12,12,12,12,0,12,12,12,83.15834784507751
muy_alto,4,250,10000,1,1,1,1,1,1,1,1,1,4e-4,1,0,0,0,0,0,0,0,0,0,0,0,89.72662806510925
muy_alto,4,500,10000,1,1,1,1,1,1,1,1,1,7e-4,1,0,0,0,0,0,0,0,0,0,0,0,103.97572660446167
muy_alto,4,1000,10000,1,1,1,1,1,1,1,1,1,0.0021,1,0,0,0,0,0,0,0,0,0,0,0,129.22715401649475
muy_alto,4,1500,10000,1,1,1,1,1,1,1,1,1,0.0051,1,0,0,0,0,0,0,0,0,0,0,0,159.9785578250885
