dataset,k,N,n,R,shapiro_wilk,anderson_darling,lilliefors,jarque_bera,dagostino_pearson,cramer_von_mises,shapiro_francia,pearson_chi2,curtosis,epps_pulley,sstn,shapiro_wilk_na,anderson_darling_na,lilliefors_na,jarque_bera_na,dagostino_pearson_na,cramer_von_mises_na,shapiro_francia_na,pearson_chi2_na,curtosis_na,epps_pulley_na,sstn_na,segundos
sps_k6.csv,6,91658,10,10000,0.1987,0.1808,0.1464,0.0607,NA,0.1683,0.2035,0.1724,0.1264,0.1358,0.1838,0,0,0,0,10000,0,0,0,0,0,0,81.51200413703918
sps_k6.csv,6,91658,25,10000,0.5677,0.4611,0.3266,0.3314,0.4281,0.3925,0.5297,0.3337,0.2488,0.1882,0.4855,0,0,0,0,0,0,0,0,0,0,0,80.2771246433258
sps_k6.csv,6,91658,50,10000,0.9248,0.8156,0.6622,0.6713,0.7149,0.7178,0.8854,0.6109,0.394,0.3854,0.8178,0,0,0,0,0,0,0,0,0,0,0,78.20216965675354
sps_k6.csv,6,91658,100,10000,0.9997,0.995,0.9634,0.9704,0.9731,0.9704,0.9993,0.9598,0.6033,0.7436,0.9902,0,0,0,0,0,0,0,0,0,0,0,77.80634713172913
sps_k6.csv,6,91658,250,10000,1,1,1,1,1,1,1,1,0.9091,0.99,1,0,0,0,0,0,0,0,0,0,0,0,87.26761555671692
sps_k6.csv,6,91658,500,10000,1,1,1,1,1,1,1,1,0.9933,1,1,0,0,0,0,0,0,0,0,0,0,0,106.85414695739746
sps_k6.csv,6,91658,1000,10000,1,1,1,1,1,1,1,1,0.9999,1,1,0,0,0,0,0,0,0,0,0,0,0,141.21806955337524
sps_k6.csv,6,91658,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,175.26704955101013
