nivel,k,n,R,shapiro_wilk,anderson_darling,lilliefors,jarque_bera,dagostino_pearson,cramer_von_mises,shapiro_francia,pearson_chi2,curtosis,epps_pulley,sstn,shapiro_wilk_na,anderson_darling_na,lilliefors_na,jarque_bera_na,dagostino_pearson_na,cramer_von_mises_na,shapiro_francia_na,pearson_chi2_na,curtosis_na,epps_pulley_na,sstn_na,segundos
muy_alto,7,10,10000,0.8014801480148015,0.7623762376237624,0.6000600060006,0.2565256525652565,NA,0.7258725872587258,0.7653765376537653,0.7754,0.33003300330033003,0.38701610483144944,0.6342634263426342,1,1,1,1,10000,1,1,0,1,3,1,78.96611189842224
muy_alto,7,25,10000,0.9993,0.9971,0.9778,0.8095,0.8649,0.9934,0.9983,0.9905,0.5758,0.5598,0.9816,0,0,0,0,0,0,0,0,0,0,0,82.83516716957092
muy_alto,7,50,10000,1,1,1,0.997,0.998,1,1,1,0.8228,0.9149,0.9999,0,0,0,0,0,0,0,0,0,0,0,79.9531819820404
muy_alto,7,100,10000,1,1,1,1,1,1,1,1,0.9736,0.9999,1,0,0,0,0,0,0,0,0,0,0,0,79.5300407409668
muy_alto,7,250,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,89.55724358558655
muy_alto,7,500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,108.8497211933136
muy_alto,7,1000,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,139.3476779460907
muy_alto,7,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,174.08145380020142
