nivel,k,n,R,shapiro_wilk,anderson_darling,lilliefors,jarque_bera,dagostino_pearson,cramer_von_mises,shapiro_francia,pearson_chi2,curtosis,epps_pulley,sstn,shapiro_wilk_na,anderson_darling_na,lilliefors_na,jarque_bera_na,dagostino_pearson_na,cramer_von_mises_na,shapiro_francia_na,pearson_chi2_na,curtosis_na,epps_pulley_na,sstn_na,segundos
bajo_moderado,5,10,10000,0.0555,0.0565,0.0546,0.0069,NA,0.0548,0.0505,0.076,0.0406,0.1394,0.043,0,0,0,0,10000,0,0,0,0,0,0,78.96898865699768
bajo_moderado,5,25,10000,0.0779,0.0781,0.0826,0.0085,0.0452,0.0781,0.049,0.0961,0.0766,0.2305,0.0595,0,0,0,0,0,0,0,0,0,0,0,82.66486549377441
bajo_moderado,5,50,10000,0.1544,0.1486,0.1599,0.0097,0.1014,0.1372,0.0857,0.1235,0.1621,0.3039,0.12,0,0,0,0,0,0,0,0,0,0,0,82.42144274711609
bajo_moderado,5,100,10000,0.4248,0.3448,0.3593,0.0355,0.2754,0.2858,0.2563,0.3334,0.3158,0.4699,0.2736,0,0,0,0,0,0,0,0,0,0,0,75.76265954971313
bajo_moderado,5,250,10000,0.9717,0.8819,0.8753,0.6891,0.8803,0.7832,0.9025,0.8596,0.6972,0.8313,0.7849,0,0,0,0,0,0,0,0,0,0,0,84.68517899513245
bajo_moderado,5,500,10000,1,0.9998,0.9993,0.9973,0.9994,0.9977,1,0.9996,0.9484,0.9848,0.9934,0,0,0,0,0,0,0,0,0,0,0,100.9948558807373
bajo_moderado,5,1000,10000,1,1,1,1,1,1,1,1,0.9992,0.9999,1,0,0,0,0,0,0,0,0,0,0,0,139.03791546821594
bajo_moderado,5,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,177.35232758522034
