nivel,k,n,R,shapiro_wilk,anderson_darling,lilliefors,jarque_bera,dagostino_pearson,cramer_von_mises,shapiro_francia,pearson_chi2,curtosis,epps_pulley,sstn,shapiro_wilk_na,anderson_darling_na,lilliefors_na,jarque_bera_na,dagostino_pearson_na,cramer_von_mises_na,shapiro_francia_na,pearson_chi2_na,curtosis_na,epps_pulley_na,sstn_na,segundos
muy_alto,9,10,10000,0.5095,0.4742,0.3372,0.1249,NA,0.4385,0.4823,0.4761,0.1967,0.3082,0.4223,0,0,0,0,10000,0,0,0,0,0,0,81.88171744346619
muy_alto,9,25,10000,0.9672,0.9344,0.7706,0.5232,0.6377,0.895,0.9444,0.8918,0.2537,0.6036,0.8944,0,0,0,0,0,0,0,0,0,0,0,84.06833076477051
muy_alto,9,50,10000,1,0.9995,0.9927,0.9565,0.9677,0.9984,0.9999,0.9984,0.3423,0.9634,0.9988,0,0,0,0,0,0,0,0,0,0,0,81.05250978469849
muy_alto,9,100,10000,1,1,1,1,1,1,1,1,0.5036,0.9999,1,0,0,0,0,0,0,0,0,0,0,0,81.04098582267761
muy_alto,9,250,10000,1,1,1,1,1,1,1,1,0.8354,1,1,0,0,0,0,0,0,0,0,0,0,0,92.5705840587616
muy_alto,9,500,10000,1,1,1,1,1,1,1,1,0.9814,1,1,0,0,0,0,0,0,0,0,0,0,0,107.63574767112732
muy_alto,9,1000,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,141.8258020877838
muy_alto,9,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,176.5372850894928
