dataset,k,N,n,R,shapiro_wilk,anderson_darling,lilliefors,jarque_bera,dagostino_pearson,cramer_von_mises,shapiro_francia,pearson_chi2,curtosis,epps_pulley,sstn,shapiro_wilk_na,anderson_darling_na,lilliefors_na,jarque_bera_na,dagostino_pearson_na,cramer_von_mises_na,shapiro_francia_na,pearson_chi2_na,curtosis_na,epps_pulley_na,sstn_na,segundos
rwas_k9.csv,9,9680,10,10000,0.4806,0.451,0.3412,0.1268,NA,0.4242,0.4598,0.4268,0.2018,0.3028,0.4215,0,0,0,0,10000,0,0,0,0,0,0,90.8359260559082
rwas_k9.csv,9,9680,25,10000,0.9529,0.9232,0.7678,0.5357,0.6481,0.8956,0.9306,0.8338,0.2688,0.578,0.9054,0,0,0,0,0,0,0,0,0,0,0,91.17866063117981
rwas_k9.csv,9,9680,50,10000,1,0.9995,0.9844,0.9575,0.9711,0.9982,0.9998,0.9932,0.3426,0.9603,0.9991,0,0,0,0,0,0,0,0,0,0,0,90.6104428768158
rwas_k9.csv,9,9680,100,10000,1,1,1,1,1,1,1,1,0.4939,0.9999,1,0,0,0,0,0,0,0,0,0,0,0,88.88523006439209
rwas_k9.csv,9,9680,250,10000,1,1,1,1,1,1,1,1,0.8269,1,1,0,0,0,0,0,0,0,0,0,0,0,115.13443922996521
rwas_k9.csv,9,9680,500,10000,1,1,1,1,1,1,1,1,0.982,1,1,0,0,0,0,0,0,0,0,0,0,0,162.3732147216797
rwas_k9.csv,9,9680,1000,10000,1,1,1,1,1,1,1,1,0.9999,1,1,0,0,0,0,0,0,0,0,0,0,0,209.7517557144165
rwas_k9.csv,9,9680,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,250.4458246231079
